longitude,latitude,mean_
47.8,30.5,62.81
16.0,45.8,62.96
121.7,17.6,10.58
17.4,44.1,7.67
101.3,6.5,22.5
72.4,34.9,3.52
-70.5,-33.4,51.52
37.8,14.9,0.0
34.5,31.5,44.21
-79.6,9.0,52.92
-6.3,54.2,29.16
4.9,6.9,0.1
101.8,6.4,24.66
80.5,8.9,1.34
-58.4,-34.6,62.59
44.1,35.1,2.36
13.4,52.5,63.0
23.8,38.0,62.27
88.8,25.0,0.45
45.1,33.8,4.08
-60.7,-33.0,56.13
71.5,34.0,56.03
-72.3,18.5,34.09
47.8,30.5,62.81
120.3,22.6,61.36
-10.8,6.3,20.23
-85.8,11.4,6.42
62.4,33.3,0.0
66.1,36.9,0.0
101.3,6.5,22.5
45.1,43.3,12.13
24.0,49.8,56.91
70.4,34.4,9.2
81.2,7.2,4.71
47.2,43.2,0.0
36.8,-1.3,56.82
-6.3,54.5,26.95
-6.0,54.6,48.69
35.1,31.5,51.05
4.3,52.1,53.34
34.8,30.7,11.36
35.5,33.4,31.7
47.1,31.8,39.11
74.8,34.1,49.15
68.7,33.9,0.0
34.6,31.7,52.1
1.7,19.1,0.0
43.8,42.2,2.54
29.4,-3.4,23.43
36.8,-1.3,56.82
-2.0,42.3,25.31
86.7,26.5,1.24
45.2,2.1,1.42
34.6,31.0,2.5
-73.4,7.8,8.3
-63.6,8.1,44.35
34.5,31.3,13.57
34.6,31.7,52.1
43.7,34.5,17.71
-75.3,7.2,0.0
29.2,47.3,13.52
42.2,37.3,19.43
34.6,31.7,52.1
34.8,30.7,11.36
76.9,32.0,0.0
-75.3,10.7,4.15
68.8,36.7,4.28
8.9,46.0,45.86
34.6,31.5,40.9
68.2,27.6,24.23
-2.3,43.2,22.45
-73.8,4.2,4.27
69.3,32.7,0.0
86.5,26.6,1.41
102.0,6.0,22.45
79.9,9.0,6.28
35.2,31.8,62.95
34.4,31.4,23.41
35.3,32.2,51.0
76.6,33.8,0.0
68.5,33.3,0.0
34.4,31.4,23.41
101.2,6.2,1.92
34.6,31.5,40.9
69.9,32.7,0.0
44.4,33.3,62.99
-79.5,9.0,55.31
42.7,1.1,0.0
28.7,41.1,45.83
-0.1,51.5,63.0
84.4,24.7,3.88
71.5,33.7,6.87
-77.1,8.0,0.15
44.8,43.2,49.62
101.3,6.8,14.92
67.7,27.1,9.73
-84.5,42.7,60.34
34.6,31.7,52.1
72.4,34.8,13.31
28.7,41.1,45.83
69.0,34.6,8.4
84.4,24.7,3.88
67.1,24.9,63.0
34.5,31.5,44.21
4.9,51.6,49.69
28.7,41.1,45.83
45.6,3.9,0.05
-72.6,2.6,7.98
26.1,44.4,62.02
68.3,28.4,6.81
84.9,27.0,14.39
66.6,29.0,5.72
86.2,24.9,3.49
93.9,24.8,25.62
41.2,37.1,24.73
82.9,28.1,0.0
41.4,43.0,0.0
71.1,33.9,0.0
121.0,5.9,0.0
80.3,31.7,0.0
71.5,33.7,6.87
85.3,27.7,44.72
92.0,22.8,0.0
23.8,38.0,62.27
34.6,31.7,52.1
44.6,33.7,29.77
-74.1,4.7,63.0
121.0,6.0,1.04
35.0,32.2,59.39
-43.2,-22.9,62.66
73.7,24.6,59.1
122.4,8.0,0.35
44.6,32.5,8.22
68.9,37.2,3.26
41.4,43.0,0.0
84.4,28.3,0.0
-90.5,14.6,62.59
27.9,-26.3,58.87
6.7,6.2,37.55
-79.5,9.0,55.31
95.3,27.2,7.03
43.7,34.6,47.25
87.3,27.0,0.0
44.4,32.5,50.32
68.5,32.3,0.0
44.4,33.3,62.99
35.2,31.8,62.95
-94.6,39.2,62.26
44.6,34.9,26.24
37.6,55.8,63.0
85.3,27.7,44.72
85.8,26.8,0.34
62.2,34.3,22.81
6.6,36.4,51.69
-73.9,40.7,63.0
43.9,34.2,36.56
43.1,36.4,52.01
27.9,-26.3,58.87
43.0,36.1,1.94
44.2,15.3,55.11
71.5,34.7,2.45
68.1,28.5,3.4
84.9,27.0,14.39
86.5,26.6,1.41
47.8,30.5,62.81
45.3,2.1,5.48
-79.6,9.0,52.92
121.0,14.6,62.29
44.4,35.5,59.22
73.0,31.7,27.68
35.2,31.9,61.4
-8.1,41.3,37.76
65.7,36.9,0.0
34.4,31.4,23.41
-0.1,51.5,63.0
34.5,31.5,44.21
43.4,38.5,54.44
101.3,6.1,0.0
41.0,1.0,0.0
-89.2,13.7,60.87
76.7,8.8,17.78
93.9,24.8,25.62
85.4,23.9,7.63
2.3,48.9,63.0
2.3,48.9,63.0
-73.6,40.7,62.84
43.2,38.4,12.5
48.2,30.4,56.36
86.3,24.2,24.19
45.3,4.5,0.0
79.1,13.2,28.03
-68.1,-16.5,58.05
-0.1,51.5,63.0
-13.7,9.5,19.12
69.1,36.7,0.0
2.3,48.9,63.0
70.2,34.3,0.0
70.2,34.2,0.0
-6.7,54.3,12.85
-9.2,38.7,62.96
44.3,35.2,7.18
-74.1,4.7,63.0
35.2,31.8,62.95
2.4,48.9,63.0
-90.8,14.3,30.54
-90.8,14.3,30.54
35.5,33.8,56.91
-0.1,51.5,63.0
80.6,21.9,0.1
28.7,41.1,45.83
72.4,34.8,13.31
-68.1,-16.5,58.05
-77.0,38.9,63.0
81.1,19.9,0.0
94.0,24.6,5.78
93.9,24.8,25.62
9.2,45.5,63.0
70.2,34.2,0.0
-68.1,-16.5,58.05
90.5,25.6,1.51
35.3,32.2,51.0
40.2,35.3,13.92
31.3,29.8,62.99
-68.1,-16.5,58.05
34.5,31.5,44.21
29.2,-26.5,44.06
-7.3,55.0,52.66
-2.8,15.9,0.0
74.3,34.5,2.55
-85.1,41.1,62.35
37.4,37.1,58.34
36.7,33.4,9.22
35.5,40.9,17.84
-90.5,14.6,62.59
7.3,4.5,9.23
-92.1,14.9,12.45
101.7,13.7,3.09
101.4,6.3,0.64
35.2,31.9,61.4
101.7,6.3,10.69
35.3,32.5,41.85
4.4,50.8,58.96
-73.0,-36.8,42.56
88.9,25.9,5.92
23.8,38.0,62.27
6.3,4.7,12.47
-86.3,12.1,52.29
-73.9,-11.9,0.0
17.9,62.6,25.76
13.0,55.6,60.84
18.4,-33.9,39.89
124.6,8.4,10.58
81.7,19.6,5.94
-89.2,13.7,60.87
-2.7,42.8,29.64
35.3,32.2,51.0
-90.9,15.3,0.79
43.9,33.4,36.14
-90.8,14.6,21.43
5.4,43.3,62.94
28.7,41.1,45.83
47.8,30.5,62.81
-89.2,13.7,60.87
72.4,34.8,13.31
69.1,34.5,50.37
35.3,32.2,51.0
43.3,35.7,22.37
100.5,13.9,63.0
44.6,33.7,29.77
-89.2,13.7,60.87
34.6,31.5,40.9
-0.1,51.5,63.0
31.3,30.1,63.0
66.0,33.0,0.0
65.4,31.6,5.83
30.4,-29.6,53.09
27.9,-26.3,58.87
28.7,41.1,45.83
45.1,2.1,0.49
-2.7,43.3,25.99
70.8,32.8,9.15
87.1,23.7,34.48
43.4,38.5,54.44
83.6,21.2,9.58
-71.9,-38.4,4.46
87.3,26.4,7.89
80.2,21.8,20.94
44.3,33.1,21.48
-7.3,55.0,52.66
-6.0,54.6,48.69
-8.7,42.2,59.51
-3.8,43.5,33.51
-89.2,13.7,60.87
-76.4,5.3,0.0
77.3,8.2,20.81
34.5,31.6,32.88
35.3,32.5,41.85
37.8,48.0,60.78
101.3,6.3,7.18
75.1,33.8,5.78
-89.6,14.8,3.56
30.5,50.5,61.2
9.2,45.5,63.0
-89.8,14.4,4.73
61.8,34.4,2.12
-91.4,14.9,24.4
70.0,34.2,0.0
101.1,6.8,12.44
101.2,6.8,15.46
35.3,32.2,51.0
43.3,33.4,39.36
48.5,8.4,8.74
18.3,45.0,16.85
13.4,52.3,21.95
70.1,33.4,0.0
34.5,31.3,13.57
34.4,31.2,18.68
34.6,31.5,40.9
43.8,35.3,19.74
-72.9,11.5,24.44
45.3,2.1,5.48
44.6,33.7,29.77
5.4,35.4,30.18
86.1,24.0,1.39
28.7,41.1,45.83
34.6,31.5,40.9
-73.6,8.6,8.72
74.8,34.1,49.15
84.3,27.5,0.0
34.5,31.5,44.21
-72.7,8.6,6.15
-3.0,53.4,62.93
44.8,43.2,49.62
-2.9,43.2,46.01
-2.0,43.3,55.59
35.4,33.1,17.33
34.5,31.5,44.21
45.1,43.3,12.13
4.3,36.8,12.47
80.8,8.8,1.21
93.9,24.8,25.62
-2.9,43.3,58.44
-0.1,51.5,63.0
13.0,55.6,60.84
45.5,33.7,1.42
-79.0,-2.9,61.97
34.8,-0.1,14.19
27.6,-25.7,29.99
101.3,6.9,20.79
-70.5,-33.4,51.52
34.6,31.7,52.1
34.6,31.5,40.9
94.0,25.0,1.24
70.4,34.8,0.0
43.7,34.6,47.25
87.3,26.5,12.75
93.9,24.8,25.62
86.7,26.5,1.24
35.5,33.2,19.4
34.6,31.7,52.1
67.1,24.9,63.0
43.1,36.4,52.01
62.2,34.3,22.81
-67.6,10.2,51.06
34.5,31.5,44.21
101.8,6.4,24.66
71.5,33.7,6.87
89.2,23.2,18.93
26.2,-29.1,58.99
36.1,34.5,15.31
94.5,26.9,2.79
15.3,44.1,34.92
104.9,11.6,53.54
44.4,33.3,62.99
65.8,31.1,0.0
44.4,32.5,50.32
72.4,34.9,3.52
34.6,31.5,40.9
86.7,27.7,0.0
41.4,43.0,0.0
7.0,5.5,29.16
44.8,43.2,49.62
85.3,26.9,0.43
45.4,34.3,19.29
43.6,3.1,0.54
72.4,34.8,13.31
-75.3,3.0,24.89
42.2,37.3,19.43
42.8,2.8,0.0
44.6,43.5,25.76
20.7,43.2,7.24
34.6,31.7,52.1
45.1,33.7,15.22
-6.0,54.6,48.69
-76.0,5.0,5.75
80.4,7.5,15.52
35.1,31.6,45.92
34.6,31.5,40.9
34.3,31.3,33.26
125.7,7.3,23.46
101.4,6.6,5.13
101.3,6.5,22.5
124.3,8.0,8.98
-2.5,43.1,25.09
35.6,33.9,61.55
6.2,35.6,32.8
93.9,24.8,25.62
23.8,38.0,62.27
43.1,11.6,42.59
72.1,34.3,9.94
69.2,28.6,14.91
93.9,24.8,25.62
-91.0,15.5,0.0
101.2,6.8,15.46
101.3,6.9,20.79
35.3,32.5,41.85
35.3,32.2,51.0
69.9,33.3,2.03
35.2,31.7,58.47
46.6,43.4,8.24
121.0,14.6,62.29
-3.0,43.3,60.84
-75.7,2.3,1.86
34.6,31.5,40.9
84.5,27.1,4.32
44.4,33.3,62.99
35.1,32.2,39.26
35.2,32.0,32.92
45.5,2.8,0.5
-77.6,0.8,17.75
69.9,33.3,2.03
-6.7,54.4,15.03
124.5,7.2,3.78
69.2,28.6,14.91
124.0,6.5,0.0
67.0,30.2,62.08
11.6,51.4,14.07
93.0,24.2,0.0
64.5,28.3,0.0
63.2,34.3,0.0
44.8,43.2,49.62
47.8,30.5,62.81
-117.2,32.7,52.72
126.1,7.8,1.01
44.4,33.3,62.99
74.5,34.3,4.66
69.2,29.0,3.05
68.3,25.4,53.48
71.5,34.6,0.0
90.4,23.8,62.43
-67.0,10.5,52.9
35.3,-0.4,4.84
82.1,29.5,0.0
91.8,26.1,37.25
94.2,27.2,0.0
13.6,48.4,9.22
76.8,24.6,5.12
-2.0,43.3,55.59
-0.1,51.5,63.0
-85.0,13.1,0.0
35.5,33.2,19.4
44.5,34.2,2.15
44.4,33.3,62.99
7.1,51.3,41.26
93.9,24.7,6.81
41.8,36.2,3.24
-70.5,-33.4,51.52
10.0,53.6,62.79
13.3,38.2,45.01
-73.9,40.7,63.0
34.6,31.5,40.9
-71.1,-33.5,11.81
44.4,33.3,62.99
34.4,31.3,23.21
-74.1,4.7,63.0
-76.6,0.5,0.0
28.4,-24.7,20.74
-0.1,51.5,63.0
67.1,36.7,43.0
20.9,42.9,21.34
23.8,38.0,62.27
23.6,37.9,22.21
35.5,33.9,51.64
7.8,35.3,7.91
13.8,44.9,25.04
-73.7,8.7,6.96
65.7,31.6,31.83
45.0,41.5,15.2
-3.0,43.3,60.84
17.8,43.3,39.66
34.6,31.7,52.1
34.6,31.5,40.9
46.8,39.9,6.47
18.0,59.2,41.88
28.7,41.1,45.83
85.9,26.7,6.06
41.2,37.1,24.73
47.8,30.5,62.81
44.4,35.5,59.22
34.5,31.5,44.21
34.4,31.3,23.21
80.3,31.7,0.0
43.1,36.4,52.01
34.6,31.5,40.9
102.1,6.3,1.22
65.7,31.6,31.83
61.6,28.9,2.55
43.5,34.5,0.4
23.8,38.0,62.27
-122.2,47.8,59.72
31.2,-27.1,9.8
34.6,31.5,40.9
70.6,33.0,24.25
28.5,-25.7,19.81
80.5,8.8,10.41
34.6,31.4,44.28
63.2,34.3,0.0
87.1,26.6,6.59
64.8,32.1,1.81
121.0,6.1,1.33
44.4,33.3,62.99
64.8,32.1,1.81
-6.0,54.7,35.81
34.5,31.3,13.57
43.5,34.9,37.79
34.6,31.5,40.9
-86.5,13.6,8.43
35.4,33.1,17.33
34.5,31.5,44.21
74.8,34.1,49.15
26.1,38.4,16.2
29.6,46.9,10.99
63.0,35.3,0.0
-77.1,-12.1,48.14
-77.0,-12.0,62.22
74.8,34.1,49.15
3.1,36.8,33.08
32.0,54.8,51.25
-63.2,-17.8,61.27
35.3,32.2,51.0
65.7,31.6,31.83
13.8,58.7,31.15
17.5,44.7,0.66
44.0,33.3,22.35
6.6,36.4,51.69
3.3,36.7,61.28
101.3,6.9,20.79
35.2,31.8,62.95
-79.0,-8.1,54.77
25.4,-33.9,15.83
44.4,35.5,59.22
-0.1,51.5,63.0
34.5,31.3,13.57
-69.3,10.1,58.49
17.8,43.3,39.66
81.8,7.4,19.09
-2.7,42.8,29.64
41.7,42.1,11.24
79.9,6.8,50.18
99.9,20.4,26.58
20.9,42.9,21.34
67.0,30.2,62.08
70.3,33.7,1.66
68.4,25.4,50.89
44.6,33.7,29.77
45.1,33.7,15.22
100.2,20.2,1.34
69.2,28.6,14.91
7.0,4.8,59.86
23.8,38.0,62.27
166.5,-22.3,17.67
-2.9,43.3,58.44
45.1,43.3,12.13
10.0,33.5,6.39
70.4,35.2,0.0
101.3,6.5,22.5
68.3,26.1,14.89
101.8,6.2,3.88
66.9,32.1,10.62
-61.1,14.6,34.26
44.4,32.9,25.5
74.8,34.1,49.15
-70.5,-33.4,51.52
-61.8,17.1,40.05
71.4,34.3,4.26
-76.5,3.4,59.94
-78.0,1.2,1.16
41.9,42.5,21.84
77.2,28.6,63.0
-90.5,14.6,62.59
-72.0,-13.5,26.84
-89.4,14.8,3.84
102.0,6.2,3.34
42.8,33.6,11.09
-58.4,-34.6,62.59
86.3,23.6,11.15
41.2,-1.1,0.0
89.9,26.3,0.0
-2.3,53.5,63.0
-3.7,40.5,59.78
40.6,37.2,35.22
92.2,23.0,0.0
91.9,22.7,0.0
91.9,25.9,6.33
7.0,5.5,29.16
91.9,25.7,13.02
30.5,50.5,61.2
44.4,33.7,28.48
44.7,33.7,17.76
-0.4,39.5,63.0
14.9,50.5,15.31
43.5,12.7,0.0
3.1,36.5,18.73
104.3,52.3,62.71
-1.2,43.3,4.73
91.9,25.7,13.02
70.2,34.4,0.0
36.4,0.6,0.0
91.3,25.5,3.83
100.6,13.8,63.0
125.0,7.1,0.61
7.1,50.7,48.31
12.5,41.9,63.0
29.6,0.6,0.0
-6.9,54.9,7.34
65.7,34.5,0.0
74.5,34.3,4.66
-122.3,47.6,62.57
91.9,25.6,37.72
125.2,5.8,1.85
69.3,36.3,0.0
125.0,8.3,4.03
2.2,41.4,58.95
81.2,19.4,0.0
91.9,25.6,37.72
49.2,11.3,12.65
95.1,27.0,2.41
-3.0,43.3,60.84
2.3,48.9,63.0
-3.7,40.5,59.78
-2.0,43.3,55.59
23.8,38.0,62.27
-122.2,48.0,48.56
-73.9,40.7,63.0
101.7,3.1,63.0
-74.1,4.7,63.0
-58.4,-34.6,62.59
-122.4,47.3,55.02
-3.0,16.7,1.81
-89.2,13.7,60.87
45.0,33.3,0.0
44.6,33.1,26.08
-2.9,43.3,58.44
86.3,25.0,0.92
-122.3,37.4,11.32
43.8,33.3,32.83
-104.9,39.8,60.59
91.8,25.9,0.0
-3.7,40.5,59.78
-0.1,51.5,63.0
44.0,33.3,22.35
20.2,32.1,59.2
-75.7,45.4,63.0
11.3,43.8,52.5
24.1,13.6,0.6
35.1,31.5,51.05
74.8,33.7,2.41
124.7,7.1,0.56
8.2,50.1,36.29
45.2,2.1,1.42
-74.3,6.3,0.0
-4.1,48.0,45.38
-73.9,40.7,63.0
8.6,50.1,61.67
102.0,6.2,3.34
74.9,33.7,1.1
6.6,51.5,42.36
69.1,34.5,50.37
23.8,38.0,62.27
-84.1,9.9,57.9
8.5,47.4,60.85
42.7,33.8,3.47
44.5,1.8,0.0
77.2,28.6,63.0
7.7,45.1,62.84
9.2,45.5,63.0
-2.9,43.3,58.44
13.2,32.9,52.84
23.8,38.0,62.27
33.8,31.1,34.11
-99.0,19.6,61.17
123.8,12.2,0.88
68.7,33.0,0.0
42.5,36.1,0.0
43.1,36.4,52.01
12.5,41.9,63.0
13.4,52.5,63.0
-84.5,38.0,62.62
67.0,30.2,62.08
-58.4,-34.6,62.59
-0.4,39.5,63.0
70.0,33.8,0.0
-1.7,42.8,56.22
23.2,49.8,5.38
-1.7,48.1,61.7
45.0,2.0,0.0
101.7,3.1,63.0
45.1,34.2,10.71
64.1,27.0,16.69
-57.9,-34.9,59.9
-0.4,39.5,63.0
-122.5,38.0,43.1
-2.7,42.8,29.64
41.5,-1.7,0.0
139.7,35.7,63.0
74.5,34.3,4.66
-3.9,48.4,4.38
44.0,35.6,45.06
44.4,33.2,47.0
44.4,33.3,62.99
-75.3,2.9,32.66
81.6,19.1,0.0
-73.9,40.7,63.0
5.7,45.2,58.75
5.9,4.6,10.62
34.2,31.3,24.95
34.2,31.2,22.04
121.5,14.1,2.86
-15.4,28.1,45.03
43.3,33.5,28.31
43.3,33.4,39.36
-122.3,47.6,62.57
2.2,41.4,58.95
-3.7,40.5,59.78
43.1,36.4,52.01
63.4,26.0,1.59
-77.0,-12.0,62.22
91.9,25.6,37.72
29.5,0.5,3.7
2.3,48.9,63.0
12.5,41.9,63.0
-3.7,40.5,59.78
-6.4,53.3,59.5
-3.7,40.5,59.78
68.9,36.7,18.82
93.9,24.8,25.62
29.2,-0.3,0.0
14.4,35.9,51.68
125.4,11.1,0.65
0.1,49.5,52.06
35.5,33.9,51.64
-6.0,37.4,62.82
71.5,34.9,0.0
1.4,18.4,1.49
-74.0,3.4,0.94
70.3,34.4,1.09
70.2,34.2,0.0
44.8,43.3,18.29
24.9,13.4,0.0
-3.7,40.5,59.78
30.4,50.5,55.11
44.9,34.7,4.52
-122.9,47.0,53.83
44.7,33.9,13.32
39.5,39.1,19.59
120.8,16.9,1.62
101.2,6.2,1.92
38.7,-7.6,0.0
43.3,35.2,4.79
80.5,7.1,6.14
81.0,19.7,0.0
28.7,41.1,45.83
75.0,33.8,1.87
38.9,-7.7,0.4
43.7,37.3,1.91
62.0,32.4,0.0
79.9,6.9,62.69
5.0,44.7,14.51
-73.9,40.7,63.0
-117.0,32.5,62.99
-3.7,40.5,59.78
139.4,35.7,62.98
-122.5,37.9,53.42
44.2,33.5,41.6
-73.9,40.7,63.0
2.3,48.9,63.0
79.9,6.9,62.69
74.3,31.5,62.97
75.8,11.2,21.73
7.3,43.7,52.87
7.3,10.7,3.16
13.5,10.8,0.0
36.3,36.4,14.65
2.3,48.9,63.0
-73.9,40.7,63.0
-3.7,40.5,59.78
44.7,1.9,0.0
44.4,33.3,62.99
44.0,35.6,45.06
44.4,35.5,59.22
8.7,41.9,19.4
73.1,33.7,61.64
-0.4,39.5,63.0
44.4,33.3,62.99
41.9,32.6,0.0
43.3,33.4,39.36
29.5,-0.1,0.0
44.2,34.7,0.0
44.3,33.6,37.78
-2.9,43.3,58.44
30.8,28.1,50.26
101.7,3.1,63.0
44.8,1.7,0.94
45.1,33.7,15.22
47.8,30.5,62.81
44.4,33.3,62.99
23.2,-6.3,0.0
-0.1,51.5,63.0
43.1,36.4,52.01
-3.3,56.4,8.68
41.8,36.2,3.24
45.1,33.8,4.08
-73.9,40.7,63.0
-77.0,-12.0,62.22
28.7,41.1,45.83
1.4,43.6,63.0
2.3,48.9,63.0
29.4,-3.4,23.43
4.3,52.1,53.34
-9.2,38.7,62.96
6.1,46.2,61.02
-4.3,55.9,61.28
-122.4,37.8,55.28
85.7,23.9,4.26
23.4,-2.8,0.0
44.3,33.5,56.42
50.0,26.6,55.58
63.1,34.3,0.0
69.2,34.0,0.0
66.9,25.1,15.97
42.6,34.3,0.0
45.1,34.1,8.65
-9.2,38.7,62.96
-0.4,39.5,63.0
85.5,23.6,19.17
45.0,2.0,0.0
38.9,15.3,16.87
69.1,29.1,4.11
-112.1,33.4,62.64
73.8,33.9,4.71
-122.3,47.6,62.57
123.4,13.7,0.0
-3.1,56.2,33.16
84.1,24.0,5.98
44.8,33.9,13.13
44.4,33.3,62.99
10.0,53.6,62.79
-2.1,43.2,18.11
9.7,50.6,22.29
-121.5,38.6,62.97
-111.9,40.8,60.64
91.7,25.3,5.05
-0.1,51.5,63.0
125.1,7.0,8.21
81.2,19.4,0.0
86.0,23.9,1.44
85.7,23.8,0.37
86.8,24.1,0.91
8.8,50.1,56.15
-77.0,38.9,63.0
-58.4,-34.6,62.59
65.4,36.0,0.0
74.8,34.1,49.15
44.4,33.3,62.99
11.3,44.5,60.22
10.0,53.6,62.79
85.3,27.7,44.72
-84.1,9.9,57.9
80.5,6.1,8.75
-3.7,40.5,59.78
9.2,45.5,63.0
-71.1,42.4,62.99
125.2,7.2,0.0
44.7,33.7,17.76
46.5,13.5,0.0
66.5,30.9,7.16
63.0,26.0,15.88
-9.2,38.7,62.96
69.7,32.5,0.0
-12.8,8.8,0.92
65.8,36.0,0.0
66.0,36.1,1.43
30.7,4.1,2.71
-71.3,42.6,60.47
81.4,18.2,0.0
63.8,35.2,0.0
-73.9,40.7,63.0
12.7,47.8,12.86
10.0,28.9,24.06
45.3,2.1,5.48
37.1,35.0,9.96
69.1,34.5,50.37
9.8,48.2,11.94
43.1,36.4,52.01
66.7,36.6,0.0
124.7,6.7,9.93
24.4,13.0,0.0
12.5,41.9,63.0
-84.1,9.9,57.9
-70.5,-33.4,51.52
-9.2,38.7,62.96
83.5,19.9,0.0
-84.1,9.9,57.9
10.8,59.9,62.77
-8.7,42.2,59.51
74.7,34.1,11.27
75.2,33.7,7.3
65.7,31.6,31.83
-67.0,10.5,52.9
94.4,25.1,0.99
24.5,13.0,0.0
5.7,45.2,58.75
-74.1,4.7,63.0
44.9,34.1,15.57
-73.9,40.7,63.0
32.6,0.4,31.08
106.8,11.0,39.92
12.5,41.9,63.0
8.7,48.9,48.48
71.6,34.0,53.44
-3.0,43.3,60.84
-2.9,43.3,58.44
-8.5,42.9,38.02
74.9,33.9,6.46
74.6,33.9,0.0
75.0,33.7,1.7
70.9,33.9,0.0
2.2,41.4,58.95
-58.4,-34.6,62.59
43.9,35.3,11.56
-73.9,40.7,63.0
47.8,30.5,62.81
-73.2,-13.5,0.0
48.0,30.4,18.16
23.8,38.0,62.27
-89.2,13.7,60.87
71.5,34.0,56.03
121.5,14.2,3.18
64.4,31.6,14.1
2.3,48.9,63.0
-73.6,45.7,61.71
44.3,33.5,56.42
-73.9,40.7,63.0
74.8,33.8,0.49
74.9,33.7,1.1
74.8,33.7,2.41
-73.9,40.7,63.0
81.2,20.0,0.0
74.9,32.1,16.48
93.7,25.9,26.02
-6.2,53.4,62.76
71.7,34.0,25.23
-122.4,37.8,55.28
122.0,6.7,3.21
65.2,26.5,0.68
74.0,34.1,2.5
51.4,35.7,63.0
-84.1,9.9,57.9
-64.2,-31.4,62.82
40.3,0.1,3.16
20.2,32.1,59.2
90.6,24.7,4.23
20.2,32.1,59.2
75.0,33.9,8.71
-58.5,-34.7,63.0
44.0,33.3,22.35
11.3,51.4,12.62
75.0,33.6,0.71
75.1,33.7,8.79
-70.9,42.8,41.91
-122.4,37.8,55.28
45.1,2.1,0.49
-4.6,13.4,0.0
43.1,36.4,52.01
44.4,33.3,62.99
-77.0,38.9,63.0
44.5,1.8,0.0
12.5,41.9,63.0
81.7,18.8,0.0
44.4,33.3,62.99
9.2,45.5,63.0
74.8,33.7,2.41
74.9,33.9,6.46
110.4,-7.3,12.58
43.1,36.4,52.01
126.5,7.7,0.0
44.3,35.2,7.18
41.9,32.6,0.0
44.4,33.3,62.99
2.3,48.9,63.0
70.6,33.0,24.25
47.9,29.3,62.71
-70.9,42.9,42.38
-89.7,13.7,20.46
13.0,52.8,7.78
75.3,33.6,1.22
-58.8,-27.5,57.82
70.8,34.3,0.05
-3.7,40.5,59.78
-9.2,38.7,62.96
72.9,21.3,20.57
44.5,1.8,0.0
24.4,13.0,0.0
0.2,45.6,21.68
44.5,2.7,0.0
106.7,10.8,63.0
2.3,48.9,63.0
-73.9,40.7,63.0
44.0,13.3,4.43
28.6,-0.1,0.0
44.4,33.3,62.99
44.8,33.7,13.5
35.9,33.1,5.81
34.8,32.1,61.52
12.5,41.9,63.0
7.8,51.7,42.53
7.0,50.9,59.93
-90.5,14.6,62.59
-122.4,37.8,55.28
9.2,45.5,63.0
12.5,41.9,63.0
-122.0,38.4,31.32
2.2,41.4,58.95
-69.8,44.3,43.47
24.9,11.7,0.0
67.1,24.9,63.0
43.8,33.0,0.0
44.1,33.3,42.94
44.3,33.5,56.42
84.1,24.0,5.98
-76.9,39.0,62.06
74.8,33.8,0.49
11.6,48.1,59.81
29.2,-0.1,0.0
101.7,6.3,10.69
34.2,31.3,24.95
124.6,7.1,0.0
94.0,25.2,0.05
-87.7,41.8,63.0
2.3,48.9,63.0
43.5,34.5,0.4
85.3,27.7,44.72
8.6,50.1,61.67
71.1,33.5,3.91
101.5,6.4,9.18
0.9,20.0,0.0
29.2,-1.6,6.28
122.1,7.7,0.42
-70.1,-0.8,0.0
-9.2,38.7,62.96
101.3,6.7,9.84
12.5,41.9,63.0
44.2,17.6,46.74
101.5,6.6,4.74
101.3,6.8,14.92
101.3,6.6,18.45
41.9,32.6,0.0
45.1,34.1,8.65
45.1,33.7,15.22
44.7,34.0,4.89
101.7,6.4,8.24
101.9,5.9,6.46
102.1,6.3,1.22
101.9,6.1,5.58
45.3,15.3,0.0
100.7,6.9,10.28
101.0,6.8,8.09
101.5,6.2,4.12
12.5,41.9,63.0
45.8,2.3,0.0
12.3,45.4,29.52
13.2,32.9,52.84
44.2,15.3,55.11
1.3,35.4,26.08
3.6,45.7,8.47
-76.8,18.0,61.69
44.2,33.4,25.2
44.0,33.2,15.21
11.4,48.8,41.63
81.4,18.8,0.0
125.4,7.2,7.97
23.8,38.0,62.27
29.3,-3.3,3.54
84.8,24.7,1.69
10.0,28.9,24.06
12.6,42.6,38.79
62.3,25.1,7.62
33.8,31.1,34.11
-71.0,42.4,61.4
-68.1,-16.5,58.05
106.9,-6.1,56.73
15.1,32.4,47.56
68.9,36.7,18.82
109.3,-7.5,12.88
44.9,32.0,51.91
125.0,7.1,0.61
-84.1,9.9,57.9
44.7,33.9,13.32
43.4,34.9,19.33
11.3,44.5,60.22
42.4,35.4,0.0
69.2,28.6,14.91
8.7,41.9,19.4
-73.9,40.7,63.0
38.3,38.3,36.41
9.2,45.5,63.0
123.8,12.1,0.0
6.3,7.7,0.0
70.3,33.5,0.36
45.3,2.1,5.48
8.6,50.1,61.67
7.0,50.9,59.93
-6.0,54.6,48.69
65.5,26.9,0.0
7.0,51.5,61.61
12.5,41.9,63.0
4.4,50.8,58.96
7.7,45.1,62.84
-6.0,54.8,13.16
124.4,7.0,0.0
-6.3,54.9,29.08
123.8,12.5,0.18
2.3,48.9,63.0
-99.1,19.4,63.0
-3.7,40.5,59.78
70.2,34.7,3.18
-6.0,37.4,62.82
9.3,40.3,28.61
